1.4357814934040651E+000 -1.0002138568935743E+001 -4.8824619790432831E+000 2.4205895113949694E+001
1.4357798892370683E+000 -1.0002245191981801E+001 -4.8824619790432831E+000 2.4205895113933806E+001
1.4357773919757206E+000 -1.0002398913090435E+001 -4.8824619322993179E+000 2.4205895113909083E+001
1.4357739648796486E+000 -1.0002654704027330E+001 -4.8824618541111091E+000 2.4205895113875172E+001
1.4357675203795830E+000 -1.0003047833397190E+001 -4.8824616933252418E+000 2.4205895113811437E+001
1.4357587579029900E+000 -1.0003595550589861E+001 -4.8824614704645457E+000 2.4205895113724857E+001
1.4357462898752098E+000 -1.0004703003721009E+001 -4.8824611514589149E+000 2.4205895113601834E+001
1.4357158036982014E+000 -1.0007428160097740E+001 -4.8824603629923979E+000 2.4205895113301821E+001
1.4356404804661802E+000 -1.0011054782323431E+001 -4.8824583701003634E+000 2.4205895112565496E+001
1.4355727396245519E+000 -1.0016423074079674E+001 -4.8824565370188759E+000 2.4205895111909118E+001
1.4354290329742896E+000 -1.0024963457034886E+001 -4.8824525558208194E+000 2.4205895110534779E+001
1.4352286487487447E+000 -1.0040632056387718E+001 -4.8824468606399867E+000 2.4205895108657952E+001
1.4347906988478016E+000 -1.0059540211510155E+001 -4.8824340359529383E+000 2.4205895104710116E+001
1.4343731555640094E+000 -1.0073045548275068E+001 -4.8824218342754735E+000 2.4205895101117221E+001
1.4341227336914784E+000 -1.0086036945816964E+001 -4.8824147067280315E+000 2.4205895099033171E+001
1.4337244415641162E+000 -1.0105921827441952E+001 -4.8824038023826732E+000 2.4205895095823408E+001
1.4330555816022654E+000 -1.0122235665707596E+001 -4.8823872608118624E+000 2.4205895090693364E+001
1.4326459265048106E+000 -1.0133021144518301E+001 -4.8823785179969166E+000 2.4205895087678467E+001
1.4322954213174330E+000 -1.0148114886542809E+001 -4.8823719798946037E+000 2.4205895085168763E+001
1.4315499651185415E+000 -1.0159501650307867E+001 -4.8823610784369977E+000 2.4205895080032899E+001
1.4311551140731305E+000 -1.0167930661262449E+001 -4.8823569751711284E+000 2.4205895077393368E+001
1.4306744561124536E+000 -1.0174727627060980E+001 -4.8823534028517006E+000 2.4205895074251501E+001
1.4302943072563299E+000 -1.0183341492789099E+001 -4.8823518082493962E+000 2.4205895071812474E+001
1.4295396460843599E+000 -1.0188675150329786E+001 -4.8823517157496337E+000 2.4205895067084239E+001
1.4291107536444090E+000 -1.0194325096501325E+001 -4.8823533413931122E+000 2.4205895064440693E+001
1.4283079890447701E+000 -1.0196987435794979E+001 -4.8823595153066455E+000 2.4205895059577415E+001
1.4277520496592937E+000 -1.0200049276518563E+001 -4.8823661289064768E+000 2.4205895056245701E+001
1.4267319337643640E+000 -1.0198747554760260E+001 -4.8823839367029693E+000 2.4205895050208103E+001
1.4260110118083937E+000 -1.0196888149953985E+001 -4.8823968905697104E+000 2.4205895045954144E+001
1.4256689931345323E+000 -1.0195637353785541E+001 -4.8824040706234237E+000 2.4205895043934756E+001
1.4250989802528564E+000 -1.0192809657704826E+001 -4.8824194448795577E+000 2.4205895040570130E+001
1.4240713631995545E+000 -1.0186530359032000E+001 -4.8824482274297516E+000 2.4205895034498361E+001
1.4234682901954248E+000 -1.0181111765373151E+001 -4.8824943468675457E+000 2.4205895030903456E+001
1.4224503058564892E+000 -1.0172283446834191E+001 -4.8826657477337534E+000 2.4205895024793399E+001
1.4216404536513350E+000 -1.0165589990989631E+001 -4.8829967239682510E+000 2.4205895019863974E+001
1.4212371194984663E+000 -1.0160022014243259E+001 -4.8832799455125917E+000 2.4205895017381248E+001
1.4205085866991773E+000 -1.0151209461871083E+001 -4.8835107805506386E+000 2.4205895012856612E+001
1.4196465739610395E+000 -1.0140915979553229E+001 -4.8835040146062036E+000 2.4205895007423173E+001
1.4188310493872478E+000 -1.0130705604750394E+001 -4.8835001626209866E+000 2.4205895002189873E+001
1.4180659261537054E+000 -1.0121796538871751E+001 -4.8834983690567757E+000 2.4205894997190576E+001
1.4175433643430511E+000 -1.0113028869427719E+001 -4.8834982366331428E+000 2.4205894993720868E+001
1.4167187941721566E+000 -1.0101829627238232E+001 -4.8834988968561142E+000 2.4205894988160161E+001
1.4159781870621757E+000 -1.0090704566373967E+001 -4.8835000031160316E+000 2.4205894983062848E+001
1.4151398142809435E+000 -1.0077221622765222E+001 -4.8835020616398372E+000 2.4205894977175120E+001
1.4140477527500188E+000 -1.0064765729708551E+001 -4.8835086261693341E+000 2.4205894969316521E+001
1.4135841711298889E+000 -1.0055298847903357E+001 -4.8835119485113285E+000 2.4205894965901873E+001
1.4127362690461203E+000 -1.0042135983749587E+001 -4.8835169675838532E+000 2.4205894959547603E+001
1.4119655432927722E+000 -1.0029308670084244E+001 -4.8835220318362529E+000 2.4205894953627155E+001
1.4112128088097371E+000 -1.0016882415534285E+001 -4.8835276184902243E+000 2.4205894947702834E+001
1.4105549994839228E+000 -1.0004430867424160E+001 -4.8835328125246438E+000 2.4205894942401233E+001
1.4098110862141064E+000 -9.9908238038601187E+000 -4.8835400518984402E+000 2.4205894936261092E+001
1.4090862255401557E+000 -9.9800976882908881E+000 -4.8835529603604702E+000 2.4205894930119022E+001
1.4087214213986239E+000 -9.9693564973331448E+000 -4.8835594455043463E+000 2.4205894926962486E+001
1.4079112286726310E+000 -9.9544251202853271E+000 -4.8835691252491022E+000 2.4205894919805690E+001
1.4072259827692659E+000 -9.9396080187883289E+000 -4.8835778980896158E+000 2.4205894913573150E+001
1.4064180550806389E+000 -9.9260153295852991E+000 -4.8835949400128458E+000 2.4205894906008858E+001
1.4059425438599829E+000 -9.9154181537773738E+000 -4.8836054097716133E+000 2.4205894901435620E+001
1.4053877138211202E+000 -9.9025093143685012E+000 -4.8836136705806172E+000 2.4205894895987143E+001
1.4046959192133968E+000 -9.8906867728099304E+000 -4.8836269720802488E+000 2.4205894889018779E+001
1.4043078610975122E+000 -9.8787768305912369E+000 -4.8836345366506366E+000 2.4205894885016999E+001
1.4035406825406014E+000 -9.8609982390878130E+000 -4.8836463751580466E+000 2.4205894876918016E+001
1.4026489223032510E+000 -9.8464459232014132E+000 -4.8836708200626902E+000 2.4205894867166496E+001
1.4022751079831237E+000 -9.8377937509161963E+000 -4.8836829256796603E+000 2.4205894862957933E+001
1.4018597108952868E+000 -9.8270712998670149E+000 -4.8836916664216510E+000 2.4205894858200100E+001
1.4012907775961556E+000 -9.8115187365619967E+000 -4.8837011667864623E+000 2.4205894851543484E+001
1.4004190055838197E+000 -9.7924530890017198E+000 -4.8837172976363270E+000 2.4205894841024179E+001
1.3995972332024362E+000 -9.7764551139406457E+000 -4.8837438552045827E+000 2.4205894830723622E+001
1.3990321192546777E+000 -9.7661602799752796E+000 -4.8837676907204184E+000 2.4205894823409494E+001
1.3987060218424900E+000 -9.7562455068007576E+000 -4.8837771558899634E+000 2.4205894819100937E+001
1.3981341940656682E+000 -9.7401692554595343E+000 -4.8837876500125681E+000 2.4205894811395137E+001
1.3972446581032081E+000 -9.7197995349200159E+000 -4.8838053649106108E+000 2.4205894799018559E+001
1.3963466447813644E+000 -9.7045608313855194E+000 -4.8838373807682665E+000 2.4205894786004631E+001
1.3959756307786810E+000 -9.6930350585210281E+000 -4.8838504481196239E+000 2.4205894780460287E+001
1.3953093761916502E+000 -9.6800685872151941E+000 -4.8838701406339231E+000 2.4205894770272725E+001
1.3948706829938602E+000 -9.6718459300708819E+000 -4.8838847298649579E+000 2.4205894763387786E+001
1.3946062077605943E+000 -9.6617715143889153E+000 -4.8838910745546453E+000 2.4205894759167986E+001
1.3939607259508433E+000 -9.6475923224295048E+000 -4.8839037439835318E+000 2.4205894748660455E+001
1.3933867854890674E+000 -9.6330180924312181E+000 -4.8839150784539882E+000 2.4205894739048020E+001
1.3926854616009579E+000 -9.6187447824389007E+000 -4.8839301873696455E+000 2.4205894726954668E+001
1.3921808646165075E+000 -9.6039506806639299E+000 -4.8839411530478563E+000 2.4205894718000259E+001
1.3913755691127401E+000 -9.5875804138118408E+000 -4.8839644041033496E+000 2.4205894703281299E+001
1.3908140549864259E+000 -9.5771140213443644E+000 -4.8839865092747115E+000 2.4205894692674057E+001
1.3905047953997851E+000 -9.5687958349913487E+000 -4.8839961140489923E+000 2.4205894686707484E+001
1.3900992720774554E+000 -9.5562665066255637E+000 -4.8840044710951744E+000 2.4205894678752056E+001
1.3894098597814160E+000 -9.5400030701874865E+000 -4.8840187498532055E+000 2.4205894664884049E+001
1.3887237591342658E+000 -9.5276814387206112E+000 -4.8840392523321405E+000 2.4205894650623939E+001
